country_code,year,fiscal_balance_pct_gdp,gross_debt_pct_gdp
ARE,2013,7.994792510731426,15.25234513091548
ARE,2014,1.743246445973829,13.46644955321634
ARE,2015,-6.354338081326437,15.61127914850748
ARE,2016,-2.951690340127659,18.63804356111448
ARE,2017,-0.1590983211025964,21.1671503107284
ARE,2018,3.65390610392736,20.67508539445517
ARE,2019,2.495053147728405,25.8167669268884
ARE,2020,-2.415153345478193,30.11790985445685
ARE,2021,3.963313049404866,35.66737788365661
ARE,2022,9.804753327455835,31.51321832661255
ARE,2023,5.817431282874649,31.90893545483747
ARE,2024,6.414806458473644,34.9443908409813
ARE,2025,5.150746647278067,34.32686465245665
ARE,2026,4.892362934690296,31.36043236176801
ARG,2010,-1.393454663557079,43.45431547858742
ARG,2011,-2.745648459538189,38.93485442050276
ARG,2012,-3.018055600143231,40.43604801047547
ARG,2013,-3.253828427285512,43.49606978289418
ARG,2014,-4.252429085290304,44.69685020194831
ARG,2015,-6.000558030900573,52.56264330627055
ARG,2016,-6.65466898257521,53.06017955239128
ARG,2017,-6.693341131578327,57.02784192198057
ARG,2018,-5.441145230170282,85.24631042348238
ARG,2019,-4.44475766751875,89.8396878140518
ARG,2020,-8.674071393014342,103.8158143940769
ARG,2021,-4.332951928828273,81.04275434608283
ARG,2022,-3.836385093101492,84.30262917820806
ARG,2023,-5.329589089866303,154.6006931927871
ARG,2024,0.4578646970148519,84.65281202953594
ARG,2025,-0.3810128596883124,80.31140427230596
ARG,2026,0.4505415976723241,70.4135357130955
ARM,2010,-4.979433626045954,39.96904574405424
ARM,2011,-2.867997945642732,42.21738926044885
ARM,2012,-1.493390636355358,41.35606083778345
ARM,2013,-1.592909041429585,40.8564051464842
ARM,2014,-1.942697168827292,43.68923724745483
ARM,2015,-4.829421492235002,48.70159868088742
ARM,2016,-5.57312622602776,56.74863711762502
ARM,2017,-4.699017250197785,58.93762150814343
ARM,2018,-1.756721060594759,55.65481817357492
ARM,2019,-0.9761039325163559,53.67319699911443
ARM,2020,-5.404364656290444,67.36194776022514
ARM,2021,-4.602497244237367,63.35441609714771
ARM,2022,-2.115829976937815,49.24654377170086
ARM,2023,-2.018732102838128,50.51243378163781
ARM,2024,-3.673356171979964,49.96088013798476
ARM,2025,-3.737375823203034,48.96536991396349
ARM,2026,-4.508020685915076,50.59403230001464
ATG,2010,-0.244920259878364,79.39804002756408
ATG,2011,-3.090442775721733,81.12667939903247
ATG,2012,-0.974524713062932,76.92931987646013
ATG,2013,-3.829145195185507,85.38016442231086
ATG,2014,-2.60145041711117,91.88688867325756
ATG,2015,-2.417591975688819,92.12544145608844
ATG,2016,-0.1402696736273381,83.06089763226784
ATG,2017,-2.717072495662519,88.17586969721364
ATG,2018,-2.429782411566317,84.33269837259041
ATG,2019,-3.640187399002662,81.58816019161584
ATG,2020,-6.226772466954573,100.4647332873441
ATG,2021,-4.519801457322909,92.9513069035906
ATG,2022,-2.857451473412562,82.44593407715273
ATG,2023,-1.658025561028911,74.53376584759451
ATG,2024,1.646326964243506,71.77291624724667
ATG,2025,3.140643477407336,69.74414756700729
ATG,2026,-0.6490804084261212,66.48194925183842
AUS,2010,-5.10011873230432,20.28769750662161
AUS,2011,-4.511260074732246,23.96245193456584
AUS,2012,-3.49588093557381,27.42033649213717
AUS,2013,-2.797643969093746,30.33259747015314
AUS,2014,-2.905936131658197,33.89313815435929
AUS,2015,-2.775346079146677,37.57532275103989
AUS,2016,-2.414737884793011,40.46026108827074
AUS,2017,-1.711509563049313,41.03922838545109
AUS,2018,-1.25400273782271,41.59847090024722
AUS,2019,-4.392027929126046,46.52859308226562
AUS,2020,-8.704384208282224,56.91003845477674
AUS,2021,-6.351383601289523,55.37244498946908
AUS,2022,-2.205895044965303,50.04503956617504
AUS,2023,-1.263330389828098,49.41552025884592
AUS,2024,-2.251353665812333,50.61138454782056
AUS,2025,-2.782384250172627,51.03532177573666
AUS,2026,-2.433680422038246,50.64527740640532
AUT,2010,-4.464877813546376,83.65396975894625
AUT,2011,-2.481770442075095,83.35607532406931
AUT,2012,-2.176636362430328,82.93549941975316
AUT,2013,-1.992579509370883,82.43083491883507
AUT,2014,-1.923278485514372,85.2098097199326
AUT,2015,-0.4764918506738852,85.61476949341316
AUT,2016,-1.451362894988187,83.41906458789813
AUT,2017,-0.7756709935259107,79.0571826616705
AUT,2018,0.1951809102632281,74.586245173317
AUT,2019,0.5362556316949822,71.00585585084714
AUT,2020,-8.204452117557443,83.18304239690006
AUT,2021,-5.693305418215968,82.39907540404917
AUT,2022,-3.410459960363361,78.14061171092224
AUT,2023,-2.590420925611934,77.75448301032947
AUT,2024,-4.67649960786298,79.1762592658183
AUT,2025,-4.519114177266779,80.49270384939292
AUT,2026,-4.185066924314261,82.05018742809582
AZE,2010,13.83124452533098,4.980865936653715
AZE,2011,10.85964091425617,4.96686369571061
AZE,2012,3.705480027521158,5.83060151213747
AZE,2013,1.643475099243924,6.178835808325599
AZE,2014,2.742339378798965,8.532623898356494
AZE,2015,-4.83304259286484,17.98039223979404
AZE,2016,-1.169922060544442,20.60832561580268
AZE,2017,-1.342225688995391,22.50860845804105
AZE,2018,5.429018068218424,18.68538680517405
AZE,2019,8.954855927254133,17.65600845948896
AZE,2020,-6.440352609847461,21.32723231939111
