country_code,country,year,gdp_per_capita,real_gdp_growth,inflation_rate,compulsory_education_years,population_65_plus_pct,fertility_rate,unemployment_rate,government_expenditure_pct_gdp,government_revenue_pct_gdp,gdp_deflator_inflation,current_account_pct_gdp,age_dependency_ratio,gross_capital_formation_pct_gdp,total_reserves_months_imports,savings_pct_gdp,exports_pct_gdp
SVK,Slovak Republic,2025,18770.9289896545,2.27589910019393,2.51403712883812,11.0,15.2000556322042,1.48,5.359,39.7740575217895,36.5193524934037,1.61977051205542,-2.05103816352739,44.3936163689056,23.3083572565552,0.4577516603529,21.7851060927235,90.908862673381
SVN,Slovenia,2010,23329.8417691156,1.11213719306735,1.80117022137134,9.0,16.3680688560959,1.57,7.236,47.3581596491482,42.8894766154561,-0.491469444600767,-0.686229865264751,43.8963622404648,22.5601344858632,0.400735418647546,22.3121396826754,64.8408281230436
SVN,Slovenia,2011,24940.6284841605,0.655438128379743,1.8028517194191,9.0,16.4955993838356,1.56,8.166,48.809028972781,42.4717213181273,1.3645204070481,-0.772202643426759,44.4503082732056,21.8690049997807,0.311484488991326,21.9463042055978,70.7829460940809
SVN,Slovenia,2012,22442.1417859955,-2.91553782040462,2.59741386039003,9.0,16.7904579946341,1.58,8.841,47.4901246961825,43.4411262914035,0.626618590822474,1.40334115378876,45.3740424569636,18.8609355850954,0.335291911876931,20.6754791391726,73.5453480307472
SVN,Slovenia,2013,23236.9655321695,-0.823776417691676,1.76920085881907,9.0,17.1479957003396,1.55,10.103,54.5726819204219,44.1054666585389,1.13279718785073,3.51650748197892,46.4464612484058,19.7842267864778,0.320932582698097,22.2376630850879,74.9589463655648
SVN,Slovenia,2014,24013.0682060959,2.76283327639742,0.19934382657075,9.0,17.5469496825326,1.58,9.668,47.5336371357467,43.723864185323,0.631551450779483,5.32786784003453,47.6055386258521,19.7452653119649,0.3382648538183,24.9031493742334,76.6524478122161
SVN,Slovenia,2015,20697.2748530619,2.39330621338168,-0.525552285820877,9.0,18.0184247458794,1.57,8.962,46.7222084667928,44.4393657164977,0.867198319325425,4.11844607611057,48.9026039344045,19.4686216573949,0.319569374007103,23.6169206317502,77.6641701406595
SVN,Slovenia,2016,21447.8377796036,3.03441486663654,-0.054999541670474,9.0,18.5120548294753,1.58,8.0,44.6747700849883,42.6928843776503,0.885482436856336,5.29223433710434,50.2163362216959,18.8479088939625,0.267331482895287,24.1563354158622,78.4365866675597
SVN,Slovenia,2017,23303.077705959,5.17440215579958,1.42910743319306,9.0,19.0009988314642,1.62,6.564,42.2981039649573,42.3960148904371,1.28763102357318,6.82058845826205,51.5486078260965,20.2503347880345,0.27844817912186,27.0877153044499,83.8819801621931
SVN,Slovenia,2018,25888.0481065655,4.37908347331195,1.7386086198818,9.0,19.4617683036878,1.6,5.108,41.1450376558141,42.6985994041014,2.18095370305853,6.52066143026877,52.7824926183278,21.5608446841882,0.255503014815616,28.0718819757067,85.5686370516669
SVN,Slovenia,2019,25814.1687167572,3.50525332381912,1.63052260754344,9.0,19.8516683589804,1.61,4.446,40.7895004063214,42.248384816706,2.33858654999968,6.45290585431634,53.749455202959,20.8345240702316,0.281064587576416,27.2738150389547,84.3570583498527
SVN,Slovenia,2020,25392.0651093612,-4.08500094942896,-0.05485681576061,9.0,20.1213887142885,1.59,4.971,49.1075307851423,42.1064159274095,1.18953318282115,7.67395367082141,54.463108894626,20.1896719461532,0.403271309623454,27.8534286976423,78.2717999916943
SVN,Slovenia,2021,29192.8401933019,8.41686457725321,1.91706506089259,9.0,20.4309073032618,1.64,4.744,46.6078624054164,43.1446565877025,2.68343077186124,3.36779729636638,55.2631346363753,21.7979271644933,0.529740843991536,25.3690386159093,83.6999417881902
SVN,Slovenia,2022,28360.3041467268,2.66850555542486,8.83369886749452,9.0,20.8812714279501,1.55,4.011,43.55354475193,42.3403234348526,6.47825402744266,-1.03068913156479,56.1949556465181,24.5714885958339,0.463561995817909,23.7641099029944,94.3162594247263
SVN,Slovenia,2023,32660.4753581346,2.3758326648385,7.44687717385838,9.0,21.3323429613727,1.51,3.652,42.8744911319917,41.8074014916595,9.98912481634724,4.46558757096218,56.8926761847261,22.510001872287,0.496463074265394,27.3769106496939,83.4382737313632
SVN,Slovenia,2024,34301.0318686594,1.73139722479493,1.96562656432512,9.0,21.7723491779025,1.52,3.7,46.6650354361046,43.5255856136637,3.46708059724392,4.55086826535468,57.4487296195149,21.5339676972715,0.575036150351649,26.1897027593066,80.9173894920357
SVN,Slovenia,2025,24940.6284841605,2.39330621338168,1.76920085881907,9.0,19.0009988314642,1.58,3.175,46.6650354361046,42.6985994041014,1.28763102357318,4.46558757096218,51.5486078260965,20.8345240702316,0.335291911876931,24.9031493742334,78.4365866675597
ZAF,South Africa,2010,7973.47195771517,3.03973288127956,4.06749555950263,9.0,5.24736994467623,2.445,24.683,29.5775128260769,25.5192267165858,6.12843243160444,-1.29901805615596,53.0235183096566,17.5956446037105,4.54059848802417,17.14240591184,25.7834176267221
ZAF,South Africa,2011,8646.05571071635,3.16855627858818,5.0008533879502,9.0,5.24152232263277,2.436,24.639,31.0619734464171,25.9740547550987,5.53905643151262,-2.01967628513274,52.3610042890342,18.8532376550132,4.19180307031227,16.1020568568902,27.6981484703752
ZAF,South Africa,2012,8076.97678479741,2.39623238465745,5.73797139141739,9.0,5.25022267206233,2.447,24.727,30.3651797341743,26.5227856834625,4.68520638813985,-4.68373643403846,51.8655072353767,18.5845354435045,4.33171873217317,13.4973772040141,27.1391491937679
ZAF,South Africa,2013,7331.65467384919,2.48546800826588,5.78016910069176,9.0,5.28784272783352,2.428,24.561,31.259190573785,27.4101862231804,5.84411140067347,-5.33837274756909,51.4600302732864,19.1687625943111,4.30463726127469,13.8378436838246,28.379280320361
ZAF,South Africa,2014,6856.73137092522,1.41382645223793,6.13282953059149,9.0,5.3311549776334,2.424,24.89,31.9053501556958,28.8726130567165,5.36654618468381,-4.81243259488481,51.1390115950153,18.4879638168327,4.42516066122755,13.6817734164401,29.0006193033471
